State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai )",Raddish,Raddish,Local,25/03/2025,2500,2500,2500
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,25/03/2025,2600,2600,2600
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai )",Tomato,Deshi,Local,25/03/2025,1600,1800,1800
"Tamil Nadu",Thanjavur,"Pattukottai(Uzhavar Sandhai )",Banana,Besrai,Local,25/03/2025,3500,3500,3500
"Tamil Nadu",Thanjavur,"Pattukottai(Uzhavar Sandhai )",Onion,Bellary,Local,25/03/2025,3000,4000,4000
"Tamil Nadu",Thanjavur,"Pattukottai(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,25/03/2025,3600,3600,3600
"Tamil Nadu",Thanjavur,"Pattukottai(Uzhavar Sandhai )",Tomato,Deshi,Local,25/03/2025,1800,1800,1800
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Ashgourd,Gouard,Local,25/03/2025,1600,1600,1600
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,25/03/2025,4600,4600,4600
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Cabbage,Cabbage,Local,25/03/2025,2000,2000,2000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Capsicum,Capsicum,Local,25/03/2025,5600,5600,5600
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )","Green Peas","Green Peas",Local,25/03/2025,6600,6600,6600
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,25/03/2025,6000,6000,6000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,25/03/2025,3600,3600,3600
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Marigold(Calcutta),Marigold(Calcutta),Local,25/03/2025,12000,16000,16000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,25/03/2025,25000,25000,25000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )","Mousambi(Sweet Lime)",Mousambi,Local,25/03/2025,6000,6000,6000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Pomegranate,Pomogranate,Local,25/03/2025,18000,18000,18000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,25/03/2025,3600,3600,3600
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Tapioca,Tapioca,Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Tomato,Deshi,Local,25/03/2025,1600,1600,1600
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Beetroot,Beetroot,Local,25/03/2025,3500,4000,4000
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Brinjal,Round,Local,25/03/2025,1400,1600,1600
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Carrot,Pusakesar,Local,25/03/2025,4000,4400,4400
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Coconut,Coconut,Local,25/03/2025,6500,7000,7000
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,25/03/2025,5500,6000,6000
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Garlic,Average,Local,25/03/2025,7000,9000,9000
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Raddish,Raddish,Local,25/03/2025,2800,3000,3000
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Tapioca,Tapioca,Local,25/03/2025,3800,4000,4000
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Turnip,Turnip,Local,25/03/2025,2200,2500,2500
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,25/03/2025,1800,2000,2000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,25/03/2025,2000,2500,2500
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Garlic,Average,Local,25/03/2025,6000,8000,8000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,25/03/2025,4500,5000,5000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,25/03/2025,2500,3000,3000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,25/03/2025,3500,4000,4000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Cabbage,Cabbage,Local,25/03/2025,800,1200,1200
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Coconut,Coconut,Local,25/03/2025,6500,7000,7000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,25/03/2025,7000,8000,8000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,25/03/2025,3000,4000,4000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,25/03/2025,5000,5500,5500
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,25/03/2025,5500,6000,6000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,25/03/2025,4500,5000,5000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,25/03/2025,4000,4500,4500
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Raddish,Raddish,Local,25/03/2025,2500,3000,3000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Banana,Besrai,Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Cabbage,Cabbage,Local,25/03/2025,1200,1400,1400
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )","Indian Beans (Seam)","Indian Beans (Seam)",Local,25/03/2025,5500,6000,6000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )","Onion Green","Onion Green",Local,25/03/2025,2000,2500,2500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Ashgourd,Gouard,Local,25/03/2025,1000,1400,1400
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Cabbage,Cabbage,Local,25/03/2025,1200,1400,1400
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,25/03/2025,2300,2600,2600
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,25/03/2025,2400,2600,2600
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Raddish,Raddish,Local,25/03/2025,1600,1800,1800
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Tomato,Deshi,Local,25/03/2025,1000,1200,1200
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,25/03/2025,2500,2500,2500
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,25/03/2025,4500,4500,4500
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Cabbage,Cabbage,Local,25/03/2025,1200,1200,1200
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,25/03/2025,1000,1500,1500
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Coconut,Coconut,Local,25/03/2025,5800,5800,5800
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,25/03/2025,5500,5500,5500
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,25/03/2025,1800,1800,1800
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Lemon,Lemon,Local,25/03/2025,7600,8000,8000
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,25/03/2025,3500,3500,3500
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )","Onion Green","Onion Green",Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Papaya,Papaya,Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,25/03/2025,2800,2800,2800
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Soyabean,Local,Local,25/03/2025,9000,9000,9000
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Thondekai,Thondekai,Local,25/03/2025,2400,2400,2400
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,25/03/2025,7400,7400,7400
"Tamil Nadu",Theni,"Devaram(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,25/03/2025,2400,2400,2400
"Tamil Nadu",Theni,"Devaram(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,25/03/2025,2200,2200,2200
"Tamil Nadu",Theni,"Devaram(Uzhavar Sandhai )",Cabbage,Cabbage,Local,25/03/2025,1200,1200,1200
"Tamil Nadu",Theni,"Devaram(Uzhavar Sandhai )",Coconut,Coconut,Local,25/03/2025,5800,5800,5800
"Tamil Nadu",Theni,"Devaram(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,25/03/2025,1600,1600,1600
"Tamil Nadu",Theni,"Devaram(Uzhavar Sandhai )","Onion Green","Onion Green",Local,25/03/2025,2800,2800,2800
"Tamil Nadu",Theni,"Devaram(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,25/03/2025,2800,2800,2800
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )","Betal Leaves",Mysore,Local,25/03/2025,18000,18000,18000
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,600,800,800
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )",Capsicum,Capsicum,Local,25/03/2025,4800,4800,4800
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,25/03/2025,2400,2400,2400
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,25/03/2025,6000,7000,7000
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,25/03/2025,4000,4000,4000
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,25/03/2025,2500,2700,2700
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai )",Banana,Besrai,Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,25/03/2025,4500,5000,5000
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,600,800,800
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai )",Drumstick,Drumstick,Local,25/03/2025,1800,2000,2000
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai )","Indian Beans (Seam)","Indian Beans (Seam)",Local,25/03/2025,5500,6000,6000
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai )",Lemon,Lemon,Local,25/03/2025,7000,7500,7500
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai )","Onion Green","Onion Green",Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai )",Papaya,Papaya,Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,25/03/2025,5000,5000,5000
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )","Betal Leaves",Mysore,Local,25/03/2025,17000,17000,17000
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,500,800,800
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )",Capsicum,Capsicum,Local,25/03/2025,5200,5200,5200
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,25/03/2025,2600,2600,2600
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )",Coconut,Coconut,Local,25/03/2025,5800,5800,5800
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,25/03/2025,4800,4800,4800
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,25/03/2025,5000,5000,5000
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )","Indian Beans (Seam)","Indian Beans (Seam)",Local,25/03/2025,6000,6000,6000
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )","Mousambi(Sweet Lime)",Mousambi,Local,25/03/2025,7000,7000,7000
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )",Pomegranate,Pomogranate,Local,25/03/2025,18000,26000,26000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,25/03/2025,1000,1000,1000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )",Ashgourd,Gouard,Local,25/03/2025,1400,1400,1400
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )",Beetroot,Beetroot,Local,25/03/2025,2000,2000,2000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,25/03/2025,3600,3600,3600
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,2000,2000,2000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,25/03/2025,2600,2600,2600
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,25/03/2025,6000,6000,6000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,25/03/2025,2800,2800,2800
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,25/03/2025,4000,5000,5000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,25/03/2025,2600,2600,2600
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )",Raddish,Raddish,Local,25/03/2025,2400,2400,2400
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,25/03/2025,2000,2000,2000
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,25/03/2025,7000,7000,7000
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai )",Carrot,Pusakesar,Local,25/03/2025,5400,5400,5400
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,25/03/2025,3500,3500,3500
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai )",Lemon,Lemon,Local,25/03/2025,6500,6500,6500
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,25/03/2025,2400,2400,2400
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai )",Onion,Bellary,Local,25/03/2025,3000,3800,3800
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai )",Raddish,Raddish,Local,25/03/2025,2400,2400,2400
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,25/03/2025,3600,3600,3600
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,25/03/2025,6500,7000,7000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,25/03/2025,2600,3000,3000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai )",Brinjal,Round,Local,25/03/2025,2400,4600,4600
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai )",Cabbage,Cabbage,Local,25/03/2025,2000,2000,2000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai )",Drumstick,Drumstick,Local,25/03/2025,3000,3600,3600
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,25/03/2025,8000,8000,8000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,25/03/2025,3000,5000,5000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai )","Onion Green","Onion Green",Local,25/03/2025,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,25/03/2025,1400,1400,1400
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,25/03/2025,2600,3000,3000
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,25/03/2025,1200,1500,1500
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,25/03/2025,7000,8000,8000
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai )",Ashgourd,Gouard,Local,25/03/2025,1200,1400,1400
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,25/03/2025,2000,2500,2500
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai )",Beetroot,Beetroot,Local,25/03/2025,1800,2000,2000
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,25/03/2025,3000,3600,3600
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,25/03/2025,3000,3500,3500
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,25/03/2025,2000,2400,2400
"Tamil Nadu",Thiruchirappalli,Thuraiyur,"Amla(Nelli Kai)",Amla,Local,25/03/2025,6000,7000,7000
"Tamil Nadu",Thiruchirappalli,Thuraiyur,Beans,"Beans (Whole)",Local,25/03/2025,6000,6600,6600
"Tamil Nadu",Thiruchirappalli,Thuraiyur,"Bottle gourd","Bottle Gourd",Local,25/03/2025,1500,1500,1500
"Tamil Nadu",Thiruchirappalli,Thuraiyur,Cabbage,Cabbage,Local,25/03/2025,2000,2000,2000
"Tamil Nadu",Thiruchirappalli,Thuraiyur,"Chow Chow","Chow Chow",Local,25/03/2025,2600,3000,3000
"Tamil Nadu",Thiruchirappalli,Thuraiyur,"Green Chilli","Green Chilly",Local,25/03/2025,2000,2600,2600
"Tamil Nadu",Thiruchirappalli,Thuraiyur,Onion,Bellary,Local,25/03/2025,3000,3600,3600
"Tamil Nadu",Thiruchirappalli,Thuraiyur,Snakeguard,Snakeguard,Local,25/03/2025,2600,3000,3000
"Tamil Nadu",Thiruchirappalli,Thuraiyur,"Tender Coconut","Tender Coconut",Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,Thuraiyur,Thondekai,Thondekai,Local,25/03/2025,3000,3600,3600
"Tamil Nadu",Thiruchirappalli,Thuraiyur,Tomato,Deshi,Local,25/03/2025,1500,1500,1500
"Tamil Nadu",Thirunelveli,"Ambasamudram(Uzhavar Sandhai )",Tomato,Deshi,Local,25/03/2025,1600,2000,2000
"Tamil Nadu",Thirunelveli,"Kandiyaperi(Uzhavar Sandhai )",Brinjal,Round,Local,25/03/2025,2000,3000,3000
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,25/03/2025,4000,4500,4500
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )",Ashgourd,Gouard,Local,25/03/2025,800,1000,1000
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,25/03/2025,1800,2000,2000
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )",Beetroot,Beetroot,Local,25/03/2025,1600,2200,2200
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )",Capsicum,Capsicum,Local,25/03/2025,5000,5500,5500
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,25/03/2025,3000,3200,3200
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,25/03/2025,3000,4000,4000
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )",Papaya,Papaya,Local,25/03/2025,4000,5000,5000
"Tamil Nadu",Thirunelveli,"NGO Colony(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,25/03/2025,4000,4500,4500
"Tamil Nadu",Thirunelveli,"NGO Colony(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,25/03/2025,5500,6500,6500
"Tamil Nadu",Thirunelveli,"NGO Colony(Uzhavar Sandhai )",Carrot,Pusakesar,Local,25/03/2025,3000,4400,4400
"Tamil Nadu",Thirunelveli,"NGO Colony(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,25/03/2025,1200,1500,1500
"Tamil Nadu",Thirunelveli,"NGO Colony(Uzhavar Sandhai )",Garlic,Average,Local,25/03/2025,12000,14000,14000
"Tamil Nadu",Thirunelveli,"NGO Colony(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Thirunelveli,"Palayamkottai(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,25/03/2025,1300,1500,1500
"Tamil Nadu",Thirunelveli,"Palayamkottai(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,25/03/2025,1800,2000,2000
"Tamil Nadu",Thirunelveli,"Palayamkottai(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,25/03/2025,5500,7000,7000
"Tamil Nadu",Thirunelveli,"Palayamkottai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,25/03/2025,1600,1800,1800
"Tamil Nadu",Thirunelveli,"Palayamkottai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,25/03/2025,3800,4000,4000
"Tamil Nadu",Thirunelveli,"Palayamkottai(Uzhavar Sandhai )",Raddish,Raddish,Local,25/03/2025,1200,1500,1500
"Tamil Nadu",Thirunelveli,"Palayamkottai(Uzhavar Sandhai )",Tomato,Deshi,Local,25/03/2025,1800,2000,2000
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai )",Banana,Besrai,Local,25/03/2025,4000,6000,6000
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,25/03/2025,1500,2000,2000
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,25/03/2025,3000,3500,3500
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,25/03/2025,2000,3000,3000
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai )",Brinjal,Round,Local,25/03/2025,1000,2000,2000
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai )",Carrot,Pusakesar,Local,25/03/2025,3000,3500,3500
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai )",Coconut,Coconut,Local,25/03/2025,2000,3000,3000
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai )",Drumstick,Drumstick,Local,25/03/2025,8000,10000,10000
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai )",Garlic,Average,Local,25/03/2025,14000,16000,16000
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,25/03/2025,4000,4000,4000
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,25/03/2025,3500,4000,4000
